Actual,Error,Item_id,Predicted,Store_id,Sum Actual,Sum Predicted
[0 0 0 0 1 1],500.0,228,[ 2.  4.  3. -1.  2.  2.],2936,2,12.0
[0 1 1 0 0 1 1 0 1],440.0,228,[ 1.  7.  6.  2.  1.  2.  2.  3.  3.],2937,5,27.0
[4 0 2 0 0 0 1 0 0],57.1428571429,228,[ 0.  0.  0.  2.  0.  0.  0.  1.  0.],2938,7,3.0
[1 0 0 0 1 0 0 0 0],100.0,228,[-1.  0.  0.  0.  0.  2.  1.  1.  1.],2939,2,4.0
[0 0 0 0 1 0 0 0 1],0.0,228,[ 0.  0.  0.  0.  0.  0.  0.  1.  1.],2940,2,2.0
[2 0 3 0 0 0 1 1 1],12.5,228,[ 0.  0.  0.  1.  0.  0.  3.  2.  1.],2941,8,7.0
[ 1  3  1  0  0  0 -1  0  0],225.0,228,[ 1.  3.  2.  0.  1.  1.  4.  1.  0.],2943,4,13.0
[1 0 0 2 0 0 0 1 2],100.0,228,[ 3.  1.  2.  1.  1.  1.  1.  1.  1.],2946,6,12.0
[1 0 0 1 0 0 0 0 0],400.0,228,[ 1.  0.  0.  0.  0.  3.  4.  1.  1.],2948,2,10.0
[0 0 0 1 0 0 0 0 0],1600.0,228,[ 0.  0.  0.  0.  0.  2.  4.  8.  3.],2949,1,17.0
[4 0 0 1 3 0 0 0 1],122.222222222,228,[ 4.  1.  2.  2.  1.  2.  3.  2.  3.],2950,9,20.0
[0 1 1 0 0 0 0 0 0],200.0,228,[ 0.  0.  1.  0.  1.  3.  1.  0.  0.],2951,2,6.0
[2 2 0 5 3 1 1 1 2],17.6470588235,228,[ 7.  1.  1.  4.  3.  1.  1.  1.  1.],2952,17,20.0
[0 0 0 0 0 0 0 0 0],800.0,228,[ 3.  0.  0.  1.  1.  0.  1.  1.  1.],2953,0,8.0
[0 0 2 0 2 1 2 1 1],311.111111111,228,[  1.   3.   3.   2.  11.   2.   4.   5.   6.],2958,9,37.0
[0 0 0 0 0 0 0 0 0],0.0,228,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.],2959,0,0.0
[0 0 0 0 0 0 0 0 1],600.0,228,[ 0.  0.  2.  1.  0.  2.  0.  1.  1.],2960,1,7.0
[3 3 1 1 2 1 0 0 0],63.6363636364,228,[ 0.  0.  0.  0.  0.  1.  0.  2.  1.],2961,11,4.0
[0 0 0 0 0 0 0 0 0],1200.0,228,[ 1.  1.  1.  4.  1.  1.  1.  1.  1.],2962,0,12.0
[0 0 0 0 0 0],600.0,228,[ 2.  0.  1.  2.  1.  0.],2963,0,6.0
[0],0.0,228,[ 0.],2964,0,0.0
[1 1 0 2 0 1 0 1 1],42.8571428571,228,[ 0.  0.  2.  2.  0.  0.  1.  0.  5.],2965,7,10.0
[1 0 0 0 0 0 1 0 2],50.0,228,[ 1.  1.  1.  0.  1.  0.  0.  0.  2.],2966,4,6.0
[1],100.0,228,[ 0.],2968,1,0.0
[0 0 0 0 1 0 0 0 0],100.0,228,[ 0.  0.  0.  0.  0.  1.  0.  0.  1.],2970,1,2.0
[3 1 0 0 1 4 3 1 3],87.5,228,[ 4.  4.  5.  5.  3.  2.  4.  2.  1.],2971,16,30.0
[0],0.0,228,[ 0.],2972,0,0.0
[3 1 0 1 2 1 0 0 0],50.0,228,[ 0.  1.  0.  0.  0.  0.  1.  2.  0.],2973,8,4.0
[1 2 2 2 1 1 2 0 0],109.090909091,228,[ 4.  3.  2.  2.  3.  3.  1.  2.  3.],2975,11,23.0
NaN,No entries available,228,NaN,2981,Nan,Nan
[0 1 2 1 1 0 0 2 0],42.8571428571,228,[-3.  0.  1.  1.  1.  1.  0.  2.  1.],2983,7,4.0
[3 8 5 3 5 5 2 1 4],5.55555555556,228,[ 4.  5.  5.  6.  4.  8.  2.  2.  2.],2984,36,38.0
[2 2 1 2 0 1 0 0 0],25.0,228,[ 2.  0.  1.  2.  0.  1.  3.  0.  1.],2987,8,10.0
NaN,No entries available,228,NaN,2990,Nan,Nan
[2 0 1 2 1 1 0 1 1],155.555555556,228,[ 2.  2.  3.  3.  2.  2.  3.  3.  3.],2992,9,23.0
[0 1 2 0 0 0 0 1 2],50.0,228,[ 0.  2.  1.  0.  0.  0.  0.  0.  0.],2993,6,3.0
[0 3 1 2 1 0 1 1 0],77.7777777778,228,[ 2.  2.  1.  1.  2.  2.  3.  2.  1.],2995,9,16.0
[3 2 1 1 0 0 2 1 1],0.0,228,[ 1.  1.  2.  1.  0.  2.  1.  2.  1.],2999,11,11.0
[4 4 1 3 0 1 1 1 0],120.0,228,[ 4.  5.  6.  3.  1.  3.  2.  5.  4.],3000,15,33.0
[1],100.0,228,[ 0.],3002,1,0.0
[0 0 0 0 2 0 0 1 2],60.0,228,[ 1.  0.  0.  1.  0.  0.  0.  3.  3.],3004,5,8.0
[1 0 0 0 0 0 1 0 0],50.0,228,[ 0.  0.  0.  0.  0.  0.  0.  1.  0.],3005,2,1.0
[1 1 0 1 4 2 0 0 1],250.0,228,[ 5.  8.  2.  2.  6.  3.  3.  3.  3.],3006,10,35.0
[1 0 0 0 3 0 0 0 1],0.0,228,[ 0.  1.  0.  1.  0.  2.  0.  1.  0.],3010,5,5.0
[0 0 0 1],0.0,228,[ 0.  0.  1.  0.],3011,1,1.0
[0 1 0 0 0 0 1 1 2],440.0,228,[ 2.  3.  2.  1.  3.  6.  5.  2.  3.],3012,5,27.0
[1 2 0 1 0 1 0 0 1],16.6666666667,228,[ 0.  0.  1.  0.  0.  1.  1.  1.  1.],3032,6,5.0
[ 0  0  1  1  0  0  1 -1  1],66.6666666667,228,[ 0.  0.  0.  0.  0.  1.  0.  0.  0.],3033,3,1.0
[2 0 0 0 0 1 0 1 0],25.0,228,[ 0.  1.  1.  0.  0.  0.  0.  1.  0.],3034,4,3.0
[0 0 0 0 0 0 0 0 0],1200.0,228,[ 3.  1.  1.  1.  0.  2.  1.  0.  3.],3035,0,12.0
[0],0.0,228,[ 0.],3036,0,0.0
[1],100.0,228,[ 0.],3039,1,0.0
[0 1 0 0 0 0],400.0,228,[ 0.  1.  1.  1.  2.  0.],3040,1,5.0
[0],0.0,228,[ 0.],3041,0,0.0
[0],0.0,228,[ 0.],3042,0,0.0
[3 0 2 2 2 3 1 0 2],53.3333333333,228,[ 2.  2.  1.  1.  4.  2.  6.  2.  3.],3043,15,23.0
[2],100.0,228,[ 0.],3044,2,0.0
[0 1 1 0 0 0 0 0 1],133.333333333,228,[ 1.  0.  0.  0.  1.  1.  1.  2.  1.],3047,3,7.0
[0 1 1 0 1 1 1 2 1],112.5,228,[ 2.  2.  3.  2.  1.  2.  2.  2.  1.],3048,8,17.0
[1 2 1 0 0 0 0 1 0],0.0,228,[ 1.  0.  0.  0.  1.  1.  2.  0.  0.],3049,5,5.0
[0],0.0,228,[ 0.],3052,0,0.0
[1 1 1 0 1 0 1 1 1],14.2857142857,228,[ 3.  2.  1.  0.  0.  0.  0.  0.  0.],3053,7,6.0
[2 0 0 0 0 0 0 0 1],0.0,228,[-1.  0.  1.  0.  0.  1.  1.  0.  1.],3054,3,3.0
[1 0 0 0 0 0 0 0 0],100.0,228,[ 1.  1.  0.  0.  0.  0.  0.  0.  0.],3055,1,2.0
[1 0 1 0 0 0 0 1 0],200.0,228,[ 0.  0.  1.  4.  1.  2.  0.  0.  1.],3056,3,9.0
[ 0  0  0  0  1  1  1  1 -1],0.0,228,[ 0.  0.  0.  1.  0.  1.  1.  0.  0.],3057,3,3.0
[0 0 1 2 0 0 0 1 1],40.0,228,[ 2.  0.  0.  1.  2.  1.  0.  0.  1.],3058,5,7.0
[1 0 0 0 1 1 3 1 1],25.0,228,[ 4.  0.  1.  1.  1.  0.  1.  2.  0.],3060,8,10.0
[0],0.0,228,[ 0.],3061,0,0.0
[0 0 0 1 0 1 0 0 1],66.6666666667,228,[ 0.  0.  0.  0.  0.  0.  0.  0.  1.],3062,3,1.0
[0 0 1 0 0 0 0 0 0],600.0,228,[ 1.  0.  0.  0.  2.  0.  1.  2.  1.],3065,1,7.0
[0 1 0 0 1 0 0 1 1],25.0,228,[ 1.  0.  0.  1.  0.  0.  0.  1.  2.],3066,4,5.0
[0 0 1 0 0 1 0 0 0],0.0,228,[ 1.  0.  0.  0.  0.  0.  0.  0.  1.],3067,2,2.0
[0 1 0 0 1 1 0 0 0],0.0,228,[ 2.  0.  0.  0.  0.  0.  0.  0.  1.],3068,3,3.0
[0 1 0 0 0 1 0 0 1],66.6666666667,228,[ 0.  1.  0.  1.  0.  1.  1.  0.  1.],3069,3,5.0
[ 1  0  0  0 -3  0  1  3  2],325.0,228,[ 2.  0.  1.  1.  1.  2.  4.  3.  3.],3070,4,17.0
[0 0 0 0 0 0 0 0 1],200.0,228,[ 0.  0.  0.  0.  1.  0.  0.  1.  1.],3071,1,3.0
[0 0 0 0 0 0 0 0 0],400.0,228,[ 0.  0.  0.  0.  0.  0.  1.  1.  2.],3072,0,4.0
[0 0 0 0 0 1 0 0 1],100.0,228,[ 0.  0.  0.  1.  0.  0.  0.  0.  3.],3073,2,4.0
[1 0 0 0 0 0 2 0 0],33.3333333333,228,[ 0.  0.  0.  0.  1.  1.  0.  2.  0.],3076,3,4.0
[1],100.0,228,[ 0.],3080,1,0.0
[0 7 0 2 0 0 0 0 6],93.3333333333,228,[ 0.  0.  0.  0.  0.  0.  0.  0.  1.],3081,15,1.0
[1 0 1 0 1 0 0 1 0],100.0,228,[ 3.  1.  1.  0.  0.  2.  1.  0.  0.],3082,4,8.0
[0 0 0],-100.0,228,[-1.  0.  0.],3087,0,-1.0
[1 4 1 0 0 2 1 3 1],100.0,228,[ 7.  2.  2.  4.  1.  3.  2.  3.  2.],3088,13,26.0
[0 1 0 0 1 0 0 0 1],66.6666666667,228,[ 1.  0.  2.  1.  0.  1.  0.  0.  0.],3089,3,5.0
[1 1 0 0 1 0 2 0 1],50.0,228,[ 1.  0.  1.  1.  2.  3.  1.  0.  0.],3090,6,9.0
[1 5 5 0 1 3 1 1 1],50.0,228,[ 3.  5.  1.  4.  2.  4.  6.  1.  1.],3091,18,27.0
[1 1 2 1 1 1 0 1 0],50.0,228,[ 1.  0.  2.  1.  0.  1.  3.  1.  3.],3092,8,12.0
[0],0.0,228,[ 0.],3097,0,0.0
[0 1 1 1 1 1 1 1 2],144.444444444,228,[ 2.  5.  2.  2.  2.  2.  3.  3.  1.],3098,9,22.0
[0 0 0 1 0 0 0 0 0],400.0,228,[ 0.  0.  0.  0.  2.  0.  1.  1.  1.],3099,1,5.0
[0 0 0 0 0 0 0 0 0],0.0,228,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.],3105,0,0.0
[0 0 0 1 0 0 0 0 0],100.0,228,[ 0.  0.  1.  0.  1.  0.  0.  0.  0.],3107,1,2.0
[0 0 0 0 0 1 0 0 1],0.0,228,[ 0.  1.  0.  0.  0.  0.  0.  0.  1.],3108,2,2.0
[2 0 0 1 1 1 2 0 1],150.0,228,[ 2.  2.  1.  2.  2.  1.  2.  4.  4.],3109,8,20.0
[1],100.0,228,[ 0.],3111,1,0.0
[1 0 0 2 1 0 0 0 1],40.0,228,[ 0.  1.  0.  0.  1.  1.  0.  0.  0.],3112,5,3.0
[0 0 0 0 0 0 1 0 1],0.0,228,[ 0.  0.  0.  0.  0.  0.  1.  0.  1.],3114,2,2.0
[1],100.0,228,[ 0.],3115,1,0.0
[0 0 0 1 0 0 0 0 0],0.0,228,[ 0.  0.  0.  0.  0.  0.  0.  1.  0.],3118,1,1.0
[0],0.0,228,[ 0.],3119,0,0.0
[ 0  0  0  0  0  1  2  1 -1],66.6666666667,228,[ 0.  1.  0.  0.  1.  1.  1.  1.  0.],3121,3,5.0
[1 4 1 3 1 2 1 1 0],35.7142857143,228,[ 4.  2.  1.  3.  3.  1.  2.  2.  1.],3122,14,19.0
[ 0  2  0  0  1  1  0 -1  1],25.0,228,[ 0.  0.  1.  0.  0.  0.  0.  1.  1.],3123,4,3.0
[1 1 0 0 0 0 1 1 1],40.0,228,[ 0.  0.  1.  0.  0.  1.  3.  1.  1.],3127,5,7.0
[ 0  0  0  1  0 -1  0  0  1],300.0,228,[ 1.  0.  0.  0.  0.  0.  1.  1.  1.],3128,1,4.0
[1 2 0 3 3 0 0 0 1],180.0,228,[ 2.  3.  5.  4.  2.  6.  2.  2.  2.],3129,10,28.0
[0 1 0 0 0 0 0 0 0],100.0,228,[ 0.  1.  0.  0.  0.  0.  1.  0.  0.],3134,1,2.0
[5 1 1 3 0 0 0 0 0],100.0,228,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.],3137,10,0.0
[0 1 0 1 0 0 0 0 1],33.3333333333,228,[ 0.  2.  0.  0.  0.  0.  1.  0.  1.],3138,3,4.0
[0 0 0 1 1 0 1 0 1],50.0,228,[ 0.  0.  0.  0.  0.  0.  0.  1.  1.],3139,4,2.0
[0 1 1 0 2 1 1 2 0],25.0,228,[ 1.  2.  0.  1.  1.  2.  2.  1.  0.],3142,8,10.0
[0 0 0 1 0 0 1 0 2],525.0,228,[ 7.  2.  2.  2.  1.  4.  4.  2.  1.],3143,4,25.0
[0 2 2 1 3 1 2 0 0],81.8181818182,228,[ 4.  2.  1.  2.  5.  1.  1.  2.  2.],3146,11,20.0
[0 1 1 2 0 1 2 2 2],45.4545454545,228,[ 1.  4.  4.  2.  1.  1.  1.  1.  1.],3147,11,16.0
[2 1 0 0 0 0 0 0 1],50.0,228,[ 0.  0.  0.  0.  1.  1.  2.  1.  1.],3149,4,6.0
[0 0 0 1 0 1 1 1 1],120.0,228,[ 0.  1.  0.  2.  2.  0.  2.  3.  1.],3150,5,11.0
[1 2 1 2 0 1 1 0 1],122.222222222,228,[ 3.  1.  1.  2.  1.  4.  2.  4.  2.],3155,9,20.0
[0],0.0,228,[ 0.],3208,0,0.0
[1],100.0,228,[ 0.],3215,1,0.0
[2 0 1 1 1 0 1 3 0],33.3333333333,228,[ 0.  2.  3.  1.  0.  0. -2.  2.  0.],3218,9,6.0
[-1  0  0  1  0  0  0  0  1],100.0,228,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.],3282,1,0.0
[0 1 0 3 0 1 0 3 1],177.777777778,228,[ 5.  6.  2.  2.  1.  3.  1.  2.  3.],3283,9,25.0
[0],0.0,228,[ 0.],3284,0,0.0
[0 0 0 2 0 0 0 0 1],133.333333333,228,[ 1.  1.  1.  1.  0.  0.  0.  0.  3.],3287,3,7.0
[0 0 1 0 1 0 1 0 1],25.0,228,[ 1.  1.  1.  0.  0.  0.  0.  0.  0.],3288,4,3.0
[0 0 0 0],100.0,228,[ 1.  0.  0.  0.],3289,0,1.0
[0 0 1 0 0 0 0 0 0],100.0,228,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.],3296,1,0.0
NaN,No entries available,228,NaN,3299,Nan,Nan
[0 0 0 0 0 0 1 0 0],400.0,228,[ 0.  0.  0.  0.  0.  2.  2.  1.  0.],3305,1,5.0
[0 0 1 0 0 0 4 1 5],127.272727273,228,[ 3.  2.  1.  3.  2.  3.  7.  2.  2.],3307,11,25.0
[1 0 0 0 0 0 1 1 1],25.0,228,[ 0.  0.  0.  1.  0.  0.  1.  1.  2.],3308,4,5.0
[0 0 1 0 0 0 0 0 0],400.0,228,[ 0.  0.  1.  0.  3.  0.  0.  1.  0.],3309,1,5.0
[2 0 4 3 1 0 0 0 0],150.0,228,[ 1.  1.  4.  6.  3.  3.  3.  3.  1.],3312,10,25.0
[0 0 0 1 0 0 0 2 0],33.3333333333,228,[ 1.  0.  0.  0.  0.  0.  0.  2.  1.],3313,3,4.0
[1 1 0 0 0 0 1 0 1],50.0,228,[ 0.  0.  1.  0.  0.  1.  0.  0.  0.],3314,4,2.0
[0 0 2 2 1 0 1 1 2],111.111111111,228,[ 3.  2.  2.  1.  4.  3.  2.  2.  0.],3317,9,19.0
[1],100.0,228,[ 0.],3318,1,0.0
[0 0],0.0,228,[ 0.  0.],3322,0,0.0
[0],0.0,228,[ 0.],3324,0,0.0
[0 0 0 0 0 0 0 1 1],0.0,228,[ 0.  0.  0.  0.  0.  0.  0.  1.  1.],3327,2,2.0
[0 1 1 1 0 1 1 0 0],80.0,228,[ 0.  0.  0.  0.  0.  1.  0.  0.  0.],3329,5,1.0
[3 1 2 1 3 2 1 1 0],35.7142857143,228,[ 2.  2.  2.  2.  4.  2.  3.  1.  1.],3330,14,19.0
[0 1 1],50.0,228,[ 1.  0.  0.],3331,2,1.0
[0 0 0 0 0 0 0 0 0],600.0,228,[ 0.  0.  1.  1.  0.  0.  0.  3.  1.],3332,0,6.0
[4 1 2 1 1 0 3 1 2],0.0,228,[ 2.  2.  1.  2.  2.  1.  2.  2.  1.],3334,15,15.0
[1 0 1 1 1 2 0 0 1],0.0,228,[ 1.  1.  0.  0.  1.  0.  1.  0.  3.],3337,7,7.0
[1],100.0,228,[ 0.],3338,1,0.0
[1 1 0 3 0 1 2 0 0],87.5,228,[ 0.  0.  0.  0.  0.  0.  0.  1.  0.],3342,8,1.0
[0 1 1 0 0 0 0 0 0],2950.0,228,[  2.   2.   2.   2.   2.   2.   2.   4.  43.],3343,2,61.0
[0 0 4 1 0 1 0 1 1],0.0,228,[ 0.  3.  1.  0.  1.  0.  2.  1.  0.],3344,8,8.0
[3 2 1 1 0 0 1 2 1],36.3636363636,228,[ 1.  2.  3.  1.  1.  1.  2.  2.  2.],3345,11,15.0
[0 0 0 0 1 0 0 0 0],0.0,228,[ 0.  0.  0.  0.  1.  0.  0.  0.  0.],3347,1,1.0
[1 0 0 0 0 0 0 0 2],0.0,228,[ 1.  1.  0.  0.  0.  0.  0.  0.  1.],3349,3,3.0
[0 0 1 0 1 0 0 0 2],75.0,228,[ 0.  0.  0.  0.  0.  0.  0.  1.  0.],3351,4,1.0
[0 1 2 0 0 1 1 1 1],200.0,228,[ 4.  1.  1.  1.  2.  4.  4.  3.  1.],3356,7,21.0
[3],100.0,228,[ 0.],3357,3,0.0
[1 3 0 2 2 2 0 2 3],46.6666666667,228,[ 4.  2.  4.  2.  2.  2.  3.  2.  1.],3358,15,22.0
[0],0.0,228,[ 0.],3360,0,0.0
[1 0 0 0 1 1 2 6 2],215.384615385,228,[ 2.  9.  4.  8.  6.  6.  2.  2.  2.],3363,13,41.0
[0 0 0 0 0 1 0 0 0],200.0,228,[ 0.  1.  0.  0.  0.  0.  0.  0.  2.],3364,1,3.0
[0],0.0,228,[ 0.],3371,0,0.0
[0 0 0 0 0 0 0 0 0],400.0,228,[ 0.  1.  1.  0.  1.  0.  0.  1.  0.],3372,0,4.0
[1 0 3 0 1 0 0 0 1],50.0,228,[ 1.  1.  1.  0.  3.  2.  0.  0.  1.],3373,6,9.0
[2 1 2 1 1 1 0 1 1],80.0,228,[ 0.  0.  0.  0.  1.  0.  0.  1.  0.],3374,10,2.0
[2 2 0 1 0 0 0 0 0],40.0,228,[ 0.  1.  0.  1.  0.  0.  0.  1.  0.],3375,5,3.0
[0 0],100.0,228,[ 1.  0.],3377,0,1.0
[0 1 1 1 1 0 1 0 0],20.0,228,[ 2.  0.  1.  1.  0.  0.  0.  0.  2.],3378,5,6.0
[0 1 1 2 0 1 0 1 1],28.5714285714,228,[ 0.  3.  1.  1.  0.  0.  0.  0.  0.],3382,7,5.0
[0 0 0 0 0 0 3 0 6],44.4444444444,228,[ 0.  1.  0.  0.  1.  1.  0.  1.  1.],3383,9,5.0
[0],0.0,228,[ 0.],3386,0,0.0
[0 0 0 0 0],0.0,228,[-1.  0.  1.  0.  0.],3389,0,0.0
[1 2 2 0 0 2 0 4 1],25.0,228,[ 1.  1.  1.  1.  1.  1.  1.  1.  1.],3390,12,9.0
[4 2 4 1 0 2 0 0 0],15.3846153846,228,[ 1.  0.  1.  2.  1.  2.  1.  0.  3.],3393,13,11.0
[1 1 0 0 1 0 0 1 1],0.0,228,[ 1.  0.  0.  0.  0.  0.  2.  1.  1.],3396,5,5.0
[0 0 0 0 0 0 0 0 0],400.0,228,[ 3.  0.  0.  0.  0.  0.  0.  1.  0.],3407,0,4.0
[4],100.0,228,[ 0.],3408,4,0.0
[0],0.0,228,[ 0.],3409,0,0.0
[0],0.0,228,[ 0.],3410,0,0.0
[4 1 1 0 1 2 2 3 4],27.7777777778,228,[ 4.  3.  2.  3.  3.  4.  1.  2.  1.],3412,18,23.0
[1 1 0 0 2 0 0 3 1],137.5,228,[ 3.  1.  2.  1.  3.  3.  3.  1.  2.],3413,8,19.0
[0],0.0,228,[ 0.],3415,0,0.0
[0 0 0 0 0 0 1 0 1],150.0,228,[ 0.  0.  1.  1.  0.  0.  0.  1.  2.],3416,2,5.0
[0],0.0,228,[ 0.],3417,0,0.0
[0 0 0 1 1 2 1 1 1],28.5714285714,228,[ 0.  0.  0.  1. -1.  1.  0.  3.  1.],3418,7,5.0
[ 1  0  0  0  1  0 -1  1  1],200.0,228,[ 3.  0.  3.  0.  2.  1.  0.  0.  0.],3419,3,9.0
[0 0 1 1 1 0 0 1 1],20.0,228,[ 0.  0.  0.  1.  0.  0.  0.  2.  3.],3421,5,6.0
[0 0 0 1 0 0 0 3 1],20.0,228,[ 0.  0.  0.  0.  0.  0.  1.  2.  1.],3423,5,4.0
[0 0 1 1 0 0 0 0 0],50.0,228,[ 0.  0.  1.  0.  0.  0.  0.  0.  0.],3424,2,1.0
[0 0 0 0 0 0 0 0 0],100.0,228,[ 0.  0.  0.  0.  0.  1.  0.  0.  0.],3426,0,1.0
[2],100.0,228,[ 0.],3427,2,0.0
[0 0 0 1 1 1 0 1 2],150.0,228,[ 3.  2.  1.  3.  2.  1.  1.  1.  1.],3428,6,15.0
[0 0 0 2 0 1 6 2 4],73.3333333333,228,[ 0.  0.  1.  2.  1.  0.  0.  0.  0.],3430,15,4.0
[1 2 1 1 0 0 1 0 1],42.8571428571,228,[ 0.  0.  1.  1.  0.  0.  0.  1.  1.],3431,7,4.0
[0 0 0 0 0 0 0 1 0],0.0,228,[ 0.  1.  0.  0.  0.  0.  0.  0.  0.],3432,1,1.0
[0 0 0 0 0 0 0 0 0],1100.0,228,[ 0.  0.  0.  0.  3.  0.  0.  7.  1.],3433,0,11.0
[0 0 0],100.0,228,[ 1.  0.  0.],3434,0,1.0
[0 0 0 1 0 0 0 1 1],133.333333333,228,[ 1.  0.  2.  0.  1.  0.  0.  1.  2.],3435,3,7.0
[2 0 1 0 1 0 0 0 1],20.0,228,[ 1.  0.  0.  2.  0.  0.  2.  0.  1.],3436,5,6.0
[3 2 0 3 0 1 0 4 1],21.4285714286,228,[ 3.  0.  3.  2.  0.  0.  2.  1.  0.],3440,14,11.0
[ 3  2  1  0  1  2  2 -1  1],218.181818182,228,[ 2.  5.  3.  5.  5.  7.  3.  3.  2.],3443,11,35.0
[0 1 0 1 0 1 0 1 1],40.0,228,[ 0.  0.  1.  2.  0.  0.  0.  0.  0.],3445,5,3.0
[3 0 1 0 0 0 0 0 0],50.0,228,[ 1.  0.  1.  0.  0.  0.  0.  0.  0.],3451,4,2.0
[2 1 1 1 4 1 1 2 1],85.7142857143,228,[ 4.  3.  2.  6.  3.  4.  2.  1.  1.],3452,14,26.0
[1 0 0 0 0 0 0 0 1],0.0,228,[ 1.  0.  0.  0.  0.  0.  0.  0.  1.],3453,2,2.0
[1 0 2 4 0 1 3 1 2],64.2857142857,228,[ 1.  0.  1.  1.  0.  0.  1.  1.  0.],3454,14,5.0
[0 1 1 2 2 2 2 1 2],84.6153846154,228,[ 3.  3.  2.  4.  3.  3.  3.  2.  1.],3455,13,24.0
[0 0 0 0 0 0 1 3 0],25.0,228,[ 0.  0.  0.  1.  1.  0.  0.  0.  1.],3456,4,3.0
[0 0 1 0 0 0 0 0 0],100.0,228,[ 0.  0.  1.  0.  0.  0.  2. -1.  0.],3457,1,2.0
[0 0 0 0 0 0 0 0 0],300.0,228,[ 0.  0.  0.  0.  0.  1.  0.  0.  2.],4008,0,3.0
[0 0 1 0 0 0 0 0 1],250.0,228,[ 0.  1.  0.  0.  0.  3.  0.  3.  0.],4009,2,7.0
[0 0 0 1 0 0 0 1 2],25.0,228,[ 1.  1.  0.  1.  0.  2.  0.  0.  0.],4010,4,5.0
[0 0 0 0 0 0 0 1 1],400.0,228,[ 0.  1.  0.  0.  0.  0.  2.  1.  6.],4011,2,10.0
[2],100.0,228,[ 0.],4012,2,0.0
[1 0 0 0 0 0 0 0 2],166.666666667,228,[ 1.  0.  2.  1.  1.  1.  2.  0.  0.],4014,3,8.0
[0 0 0 0 1 0 1 1 3],0.0,228,[ 0.  0.  1.  0.  1.  1.  1.  1.  1.],4017,6,6.0
[0 0 0 0 0 1 0 0 0],300.0,228,[ 1.  0.  0.  1.  0.  0.  0.  0.  2.],4018,1,4.0
[1 1 1 2 0 1 0 1 0],42.8571428571,228,[ 0.  0.  1.  0.  0.  1.  0.  1.  1.],4019,7,4.0
[0 0 0 0 1 1 0 0 1],0.0,228,[ 0.  0.  0.  0.  1.  1.  0.  0.  1.],4021,3,3.0
[1 1 0 0 3 1 0 2 2],30.0,228,[ 0.  1.  0.  2.  0.  0.  1.  2.  1.],4022,10,7.0
[4 1 3 7 4 3 0 0 0],31.8181818182,228,[ 5.  6.  3.  2.  3.  3.  3.  2.  2.],4023,22,29.0
[2 0 0 1 0 1 1 0 0],0.0,228,[ 1.  0.  0.  0.  1.  0.  0.  1.  2.],4024,5,5.0
[2 0 1 3 0 0 2 1 1],10.0,228,[ 0.  1.  3.  0.  1.  2.  0.  2.  2.],4025,10,11.0
[1 0 0 2 1 1 0 0 0],20.0,228,[ 2.  0.  1.  0.  0.  0.  0.  1.  0.],4026,5,4.0
[1 0 1 1 0 1 0 2 1],0.0,228,[ 1.  0.  0.  1.  2.  0.  1.  1.  1.],4027,7,7.0
[1 0 0 2 1 0 0 2 0],116.666666667,228,[ 1.  1.  1.  1.  3.  3.  1.  0.  2.],4028,6,13.0
[0 0 1 2 0 0 0 0 0],0.0,228,[ 0.  0.  1.  0.  0.  0.  1.  1.  0.],4029,3,3.0
[1],100.0,228,[ 0.],4031,1,0.0
[3 1 1 0 0 0 0 0 0],60.0,228,[ 1.  2.  1.  2.  2.  0.  0.  0.  0.],4032,5,8.0
[2 3 3 1 1 0 2 1 4],58.8235294118,228,[ 0.  0.  3.  1.  1.  0.  1.  0.  1.],4033,17,7.0
[0 0 1 1 0 0 2 1 1],66.6666666667,228,[ 1.  1.  0.  0.  0.  0.  0.  0.  0.],4036,6,2.0
[0 0 0 0 0 0 0 0 0],200.0,228,[ 0.  0.  0.  0.  0.  0.  0.  0.  2.],4038,0,2.0
[1 1 3 1 1 2 0 0 1],40.0,228,[ 1.  1.  2.  1.  0.  1.  0.  0.  0.],4040,10,6.0
[0],0.0,228,[ 0.],4041,0,0.0
[0 0 0 1 0 1 0 0 4],50.0,228,[ 0.  1.  1.  0.  0.  1.  0.  0.  0.],4042,6,3.0
[0 1 1 1 0 0 0 1 1],20.0,228,[ 1.  0.  0.  1.  1.  0.  1.  0.  0.],4043,5,4.0
[1 1 0 1 0 0 0 1 1],40.0,228,[ 0.  0.  0.  1.  2.  0.  0.  0.  0.],4044,5,3.0
[0 2 2 1 1 0 2 1 1],60.0,228,[ 0.  0.  1.  0.  1.  0.  1.  1.  0.],4045,10,4.0
[0],0.0,228,[ 0.],4046,0,0.0
[ 1  2 -1  1  1  0  1  0  1],50.0,228,[ 0.  0.  0.  2.  0.  0.  0.  0.  1.],4048,6,3.0
[0 0 0 0 0 0 2 1 3],50.0,228,[ 0.  0.  0.  0.  0.  0.  0.  1.  2.],4049,6,3.0
[0 0 0 0 1 0 0 0 0],400.0,228,[ 0.  0.  0.  0.  0.  0.  1.  2.  2.],4050,1,5.0
